_id,username,isbn,rating,__v,createdAt,updatedAt
65b2ca579ee9b9c20704e95c,morar_angeline@gmail.com,1938093682,1.2,0,2024-01-25T20:53:43.403Z,2024-01-25T20:53:43.403Z
65b2ca579ee9b9c20704e95d,leda.wilderman@gmail.com,1589473876,2.5,0,2024-01-25T20:53:43.403Z,2024-01-25T20:53:43.403Z
65b2ca579ee9b9c20704e95e,schumm_jess@gmail.com,1338236598,2.1,0,2024-01-25T20:53:43.403Z,2024-01-25T20:53:43.403Z
65b2ca579ee9b9c20704e95f,ullrich_jedediah@gmail.com,1943200009,3.5,0,2024-01-25T20:53:43.403Z,2024-01-25T20:53:43.403Z
65b2ca579ee9b9c20704e960,major_bergnaum@gmail.com,1441302700,5.9,0,2024-01-25T20:53:43.403Z,2024-01-25T20:53:43.403Z
65b2ca579ee9b9c20704e961,sawayn_orion@gmail.com,1641526270,3.6,0,2024-01-25T20:53:43.403Z,2024-01-25T20:53:43.403Z
65b2ca579ee9b9c20704e962,wayne.aufderhar@gmail.com,1641524960,6,0,2024-01-25T20:53:43.403Z,2024-01-25T20:53:43.403Z
65b2ca579ee9b9c20704e963,muriel_beatty@gmail.com,1542855829,4.4,0,2024-01-25T20:53:43.403Z,2024-01-25T20:53:43.403Z
65b2ca579ee9b9c20704e964,batz_eldon@gmail.com,9781338230642,1.9,0,2024-01-25T20:53:43.403Z,2024-01-25T20:53:43.403Z
65b2ca579ee9b9c20704e965,friesen_melba@gmail.com,9780316013697,4.9,0,2024-01-25T20:53:43.403Z,2024-01-25T20:53:43.403Z
65b2ca579ee9b9c20704e966,denis.adams@gmail.com,9780718086107,5.2,0,2024-01-25T20:53:43.403Z,2024-01-25T20:53:43.403Z
65b2ca579ee9b9c20704e967,baby.douglas@gmail.com,1892951886,3.9,0,2024-01-25T20:53:43.403Z,2024-01-25T20:53:43.403Z
65b2ca579ee9b9c20704e968,marks.allen@gmail.com,1646110137,5.9,0,2024-01-25T20:53:43.403Z,2024-01-25T20:53:43.403Z
65b2ca579ee9b9c20704e969,bayer.carlos@gmail.com,1647398762,3.4,0,2024-01-25T20:53:43.404Z,2024-01-25T20:53:43.404Z
65b2ca579ee9b9c20704e96a,ericka_tillman@gmail.com,1503723003,3.7,0,2024-01-25T20:53:43.404Z,2024-01-25T20:53:43.404Z
65b2ca579ee9b9c20704e96b,heller.pink@gmail.com,1338218395,3.8,0,2024-01-25T20:53:43.404Z,2024-01-25T20:53:43.404Z
65b2ca579ee9b9c20704e96c,hilpert.efrain@gmail.com,9780062294180,2.9,0,2024-01-25T20:53:43.404Z,2024-01-25T20:53:43.404Z
65b2ca579ee9b9c20704e96d,donato_luettgen@gmail.com,1641527048,6,0,2024-01-25T20:53:43.404Z,2024-01-25T20:53:43.404Z
65b2ca579ee9b9c20704e96e,balistreri.enid@gmail.com,1465414185,4.2,0,2024-01-25T20:53:43.404Z,2024-01-25T20:53:43.404Z
65b2ca579ee9b9c20704e96f,marquardt.garrison@gmail.com,9781426310492,4.3,0,2024-01-25T20:53:43.404Z,2024-01-25T20:53:43.404Z
65b2ca579ee9b9c20704e970,adonis_schuster@gmail.com,1524718661,1.3,0,2024-01-25T20:53:43.404Z,2024-01-25T20:53:43.404Z
65b2ca579ee9b9c20704e971,beatty.fanny@gmail.com,1536217476,5.9,0,2024-01-25T20:53:43.404Z,2024-01-25T20:53:43.404Z
65b2ca579ee9b9c20704e972,hassie_jones@gmail.com,1641522968,3.4,0,2024-01-25T20:53:43.404Z,2024-01-25T20:53:43.404Z
65b2ca579ee9b9c20704e973,kadin_shields@gmail.com,1419741942,5.6,0,2024-01-25T20:53:43.404Z,2024-01-25T20:53:43.404Z
65b2ca579ee9b9c20704e974,dallas_cole@gmail.com,,5.3,0,2024-01-25T20:53:43.404Z,2024-01-25T20:53:43.404Z
65b2ca579ee9b9c20704e975,shaun_murray@gmail.com,1953177026,2.5,0,2024-01-25T20:53:43.404Z,2024-01-25T20:53:43.404Z
65b2ca579ee9b9c20704e976,heather_ward@gmail.com,1338305840,2.5,0,2024-01-25T20:53:43.404Z,2024-01-25T20:53:43.404Z
65b2ca579ee9b9c20704e977,sipes_ruben@gmail.com,1442408936,1.8,0,2024-01-25T20:53:43.404Z,2024-01-25T20:53:43.404Z
65b2ca579ee9b9c20704e978,addie.dooley@gmail.com,9781416947370,5.9,0,2024-01-25T20:53:43.404Z,2024-01-25T20:53:43.404Z
65b2ca579ee9b9c20704e979,bobbie.howell@gmail.com,1338344056,5,0,2024-01-25T20:53:43.405Z,2024-01-25T20:53:43.405Z
65b2ca579ee9b9c20704e97a,blaise_bogisich@gmail.com,9780399231094,3.1,0,2024-01-25T20:53:43.405Z,2024-01-25T20:53:43.405Z
65b2ca579ee9b9c20704e97b,perry_koelpin@gmail.com,1644132117,1.8,0,2024-01-25T20:53:43.405Z,2024-01-25T20:53:43.405Z
65b2ca579ee9b9c20704e97c,laura_turcotte@gmail.com,1892951886,2,0,2024-01-25T20:53:43.405Z,2024-01-25T20:53:43.405Z
65b2ca579ee9b9c20704e97d,windler_jadyn@gmail.com,1680528718,1.7000000000000002,0,2024-01-25T20:53:43.405Z,2024-01-25T20:53:43.405Z
65b2ca579ee9b9c20704e97e,padberg.lydia@gmail.com,1492684406,5.9,0,2024-01-25T20:53:43.405Z,2024-01-25T20:53:43.405Z
65b2ca579ee9b9c20704e97f,schiller_chaya@gmail.com,9780718086107,1.3,0,2024-01-25T20:53:43.405Z,2024-01-25T20:53:43.405Z
65b2ca579ee9b9c20704e980,andreanne_abbott@gmail.com,1635783011,5,0,2024-01-25T20:53:43.405Z,2024-01-25T20:53:43.405Z
65b2ca579ee9b9c20704e981,krajcik_devin@gmail.com,1680524046,5.2,0,2024-01-25T20:53:43.405Z,2024-01-25T20:53:43.405Z
65b2ca579ee9b9c20704e982,murazik.jensen@gmail.com,1646119932,2.1,0,2024-01-25T20:53:43.405Z,2024-01-25T20:53:43.405Z
65b2ca579ee9b9c20704e983,adrain_kassulke@gmail.com,1368053092,4.9,0,2024-01-25T20:53:43.405Z,2024-01-25T20:53:43.405Z
65b2ca579ee9b9c20704e984,belle.stamm@gmail.com,1452142904,1.4,0,2024-01-25T20:53:43.405Z,2024-01-25T20:53:43.405Z
65b2ca579ee9b9c20704e985,jess_littel@gmail.com,1680526812,5.4,0,2024-01-25T20:53:43.405Z,2024-01-25T20:53:43.405Z
65b2ca579ee9b9c20704e986,samara_emard@gmail.com,1101934026,1.2,0,2024-01-25T20:53:43.405Z,2024-01-25T20:53:43.405Z
65b2ca579ee9b9c20704e987,darron.dickinson@gmail.com,1419741896,2.9,0,2024-01-25T20:53:43.406Z,2024-01-25T20:53:43.406Z
65b2ca579ee9b9c20704e988,streich_dan@gmail.com,1945056851,3.5,0,2024-01-25T20:53:43.406Z,2024-01-25T20:53:43.406Z
65b2ca579ee9b9c20704e989,eileen.considine@gmail.com,1452152160,5.9,0,2024-01-25T20:53:43.406Z,2024-01-25T20:53:43.406Z
65b2ca579ee9b9c20704e98a,stamm.shawn@gmail.com,9781492646310,3.7,0,2024-01-25T20:53:43.406Z,2024-01-25T20:53:43.406Z
65b2ca579ee9b9c20704e98b,greenfelder.estefania@gmail.com,1684122589,5,0,2024-01-25T20:53:43.406Z,2024-01-25T20:53:43.406Z
65b2ca579ee9b9c20704e98c,shanel_blick@gmail.com,1338686534,2.6,0,2024-01-25T20:53:43.406Z,2024-01-25T20:53:43.406Z
65b2ca579ee9b9c20704e98d,callie_goldner@gmail.com,1338712764,1.2,0,2024-01-25T20:53:43.406Z,2024-01-25T20:53:43.406Z
65b2ca579ee9b9c20704e98e,esta.rath@gmail.com,1780674880,2.4,0,2024-01-25T20:53:43.406Z,2024-01-25T20:53:43.406Z
65b2ca579ee9b9c20704e98f,walter.alf@gmail.com,1523502770,3.7,0,2024-01-25T20:53:43.406Z,2024-01-25T20:53:43.406Z
65b2ca579ee9b9c20704e990,krajcik.trevor@gmail.com,1432111698,5.4,0,2024-01-25T20:53:43.406Z,2024-01-25T20:53:43.406Z
65b2ca579ee9b9c20704e991,rath.aliza@gmail.com,1601599382,2.3,0,2024-01-25T20:53:43.406Z,2024-01-25T20:53:43.406Z
65b2ca579ee9b9c20704e992,dane.orn@gmail.com,9780399257742,2.1,0,2024-01-25T20:53:43.406Z,2024-01-25T20:53:43.406Z
65b2ca579ee9b9c20704e993,weldon_greenholt@gmail.com,1250123569,2,0,2024-01-25T20:53:43.406Z,2024-01-25T20:53:43.406Z
65b2ca579ee9b9c20704e994,elian.grant@gmail.com,1419741942,5.1,0,2024-01-25T20:53:43.407Z,2024-01-25T20:53:43.407Z
65b2ca579ee9b9c20704e995,cremin_nathen@gmail.com,1733094687,3.9,0,2024-01-25T20:53:43.407Z,2024-01-25T20:53:43.407Z
65b2ca579ee9b9c20704e996,gayle.heller@gmail.com,1641524960,5.2,0,2024-01-25T20:53:43.407Z,2024-01-25T20:53:43.407Z
65b2ca579ee9b9c20704e997,nedra.daniel@gmail.com,1609580427,3.7,0,2024-01-25T20:53:43.407Z,2024-01-25T20:53:43.407Z
65b2ca579ee9b9c20704e998,virgie_hudson@gmail.com,1419737260,1.3,0,2024-01-25T20:53:43.407Z,2024-01-25T20:53:43.407Z
65b2ca579ee9b9c20704e999,thiel.rhett@gmail.com,9780545328630,3.1,0,2024-01-25T20:53:43.409Z,2024-01-25T20:53:43.409Z
65b2ca579ee9b9c20704e99a,schulist.hillary@gmail.com,1506701957,4.8,0,2024-01-25T20:53:43.409Z,2024-01-25T20:53:43.409Z
65b2ca579ee9b9c20704e99b,darian_swaniawski@gmail.com,9781423199571,3.4,0,2024-01-25T20:53:43.409Z,2024-01-25T20:53:43.409Z
65b2ca579ee9b9c20704e99c,malcolm_osinski@gmail.com,9781847807113,1.8,0,2024-01-25T20:53:43.409Z,2024-01-25T20:53:43.409Z
65b2ca579ee9b9c20704e99d,hugh_maggio@gmail.com,1416971718,1.4,0,2024-01-25T20:53:43.410Z,2024-01-25T20:53:43.410Z
65b2ca579ee9b9c20704e99e,walter.eileen@gmail.com,1400074460,3,0,2024-01-25T20:53:43.410Z,2024-01-25T20:53:43.410Z
65b2ca579ee9b9c20704e99f,elena_mckenzie@gmail.com,1419748688,4.2,0,2024-01-25T20:53:43.410Z,2024-01-25T20:53:43.410Z
65b2ca579ee9b9c20704e9a0,marks_henderson@gmail.com,1646110110,5.5,0,2024-01-25T20:53:43.410Z,2024-01-25T20:53:43.410Z
65b2ca579ee9b9c20704e9a1,langosh_trevor@gmail.com,1950013014,5.1,0,2024-01-25T20:53:43.410Z,2024-01-25T20:53:43.410Z
65b2ca579ee9b9c20704e9a2,elvis.bartoletti@gmail.com,1626723214,3.4,0,2024-01-25T20:53:43.410Z,2024-01-25T20:53:43.410Z
65b2ca579ee9b9c20704e9a3,lois.prosacco@gmail.com,1660650798,5.9,0,2024-01-25T20:53:43.410Z,2024-01-25T20:53:43.410Z
65b2ca579ee9b9c20704e9a4,georgiana_haag@gmail.com,1419741977,3.8,0,2024-01-25T20:53:43.410Z,2024-01-25T20:53:43.410Z
65b2ca579ee9b9c20704e9a5,koby_schaden@gmail.com,1946873756,3.8,0,2024-01-25T20:53:43.410Z,2024-01-25T20:53:43.410Z
65b2ca579ee9b9c20704e9a6,lynn.gibson@gmail.com,1368069835,2.5,0,2024-01-25T20:53:43.410Z,2024-01-25T20:53:43.410Z
65b2ca579ee9b9c20704e9a7,ophelia_maggio@gmail.com,9780986444135,1.9,0,2024-01-25T20:53:43.410Z,2024-01-25T20:53:43.410Z
65b2ca579ee9b9c20704e9a8,rebecca.gleason@gmail.com,1635783011,1.6,0,2024-01-25T20:53:43.410Z,2024-01-25T20:53:43.410Z
65b2ca579ee9b9c20704e9a9,olson.lue@gmail.com,1481416472,4.7,0,2024-01-25T20:53:43.410Z,2024-01-25T20:53:43.410Z
65b2ca579ee9b9c20704e9aa,winnifred.jewess@gmail.com,1660650798,1.4,0,2024-01-25T20:53:43.410Z,2024-01-25T20:53:43.410Z
65b2ca579ee9b9c20704e9ab,hessel_blair@gmail.com,1534437231,5.6,0,2024-01-25T20:53:43.410Z,2024-01-25T20:53:43.410Z
65b2ca579ee9b9c20704e9ac,kristina_raynor@gmail.com,1452170339,5.5,0,2024-01-25T20:53:43.410Z,2024-01-25T20:53:43.410Z
65b2ca579ee9b9c20704e9ad,perry_langosh@gmail.com,1465414185,5.4,0,2024-01-25T20:53:43.410Z,2024-01-25T20:53:43.410Z
65b2ca579ee9b9c20704e9ae,kenton.abernathy@gmail.com,1419708457,4.9,0,2024-01-25T20:53:43.410Z,2024-01-25T20:53:43.410Z
65b2ca579ee9b9c20704e9af,darion_wiegand@gmail.com,1524792683,4.3,0,2024-01-25T20:53:43.410Z,2024-01-25T20:53:43.410Z
65b2ca579ee9b9c20704e9b0,raoul.rempel@gmail.com,1647398762,5.9,0,2024-01-25T20:53:43.410Z,2024-01-25T20:53:43.410Z
65b2ca579ee9b9c20704e9b1,kihn.savannah@gmail.com,1452150184,4.9,0,2024-01-25T20:53:43.410Z,2024-01-25T20:53:43.410Z
65b2ca579ee9b9c20704e9b2,jerry_hintz@gmail.com,1338600834,1.1,0,2024-01-25T20:53:43.410Z,2024-01-25T20:53:43.410Z
65b2ca579ee9b9c20704e9b3,finn_swift@gmail.com,1513262459,5.8,0,2024-01-25T20:53:43.410Z,2024-01-25T20:53:43.410Z
65b2ca579ee9b9c20704e9b4,terrence.mills@gmail.com,1338356186,3.1,0,2024-01-25T20:53:43.411Z,2024-01-25T20:53:43.411Z
65b2ca579ee9b9c20704e9b5,cornelius_pacocha@gmail.com,1629798843,5.6,0,2024-01-25T20:53:43.411Z,2024-01-25T20:53:43.411Z
65b2ca579ee9b9c20704e9b6,aufderhar.aryanna@gmail.com,1943328803,5.2,0,2024-01-25T20:53:43.411Z,2024-01-25T20:53:43.411Z
65b2ca579ee9b9c20704e9b7,thiel_dolores@gmail.com,1426336713,1.3,0,2024-01-25T20:53:43.411Z,2024-01-25T20:53:43.411Z
65b2ca579ee9b9c20704e9b8,hosea.boyle@gmail.com,1484725840,5.3,0,2024-01-25T20:53:43.411Z,2024-01-25T20:53:43.411Z
65b2ca579ee9b9c20704e9b9,barton.alisa@gmail.com,1680528718,2.5,0,2024-01-25T20:53:43.411Z,2024-01-25T20:53:43.411Z
65b2ca579ee9b9c20704e9ba,muhammad.williamson@gmail.com,1646111494,3.3,0,2024-01-25T20:53:43.411Z,2024-01-25T20:53:43.411Z
65b2ca579ee9b9c20704e9bb,trevion_bayer@gmail.com,9781591473145,1.3,0,2024-01-25T20:53:43.411Z,2024-01-25T20:53:43.411Z
65b2ca579ee9b9c20704e9bc,caden.dickinson@gmail.com,1465473165,4.4,0,2024-01-25T20:53:43.411Z,2024-01-25T20:53:43.411Z
65b2ca579ee9b9c20704e9bd,lorine.ziemann@gmail.com,1465474935,1.6,0,2024-01-25T20:53:43.411Z,2024-01-25T20:53:43.411Z
65b2ca579ee9b9c20704e9be,hoeger_dewitt@gmail.com,1419741934,4.3,0,2024-01-25T20:53:43.411Z,2024-01-25T20:53:43.411Z
65b2ca579ee9b9c20704e9bf,jaylan_graham@gmail.com,1368051502,5.1,0,2024-01-25T20:53:43.411Z,2024-01-25T20:53:43.411Z
65b2ca579ee9b9c20704e9c0,loren.collins@gmail.com,1684376513,3.2,0,2024-01-25T20:53:43.411Z,2024-01-25T20:53:43.411Z
65b2ca579ee9b9c20704e9c1,braun_michael@gmail.com,1503747921,1.2,0,2024-01-25T20:53:43.411Z,2024-01-25T20:53:43.411Z
65b2ca579ee9b9c20704e9c2,steve_donnelly@gmail.com,1338686534,1.9,0,2024-01-25T20:53:43.411Z,2024-01-25T20:53:43.411Z
65b2ca579ee9b9c20704e9c3,merl_koch@gmail.com,9780394823379,5.2,0,2024-01-25T20:53:43.411Z,2024-01-25T20:53:43.411Z
65b2ca579ee9b9c20704e9c4,orie_bernhard@gmail.com,9780394823379,3.5,0,2024-01-25T20:53:43.411Z,2024-01-25T20:53:43.411Z
65b2ca579ee9b9c20704e9c5,vella_dickinson@gmail.com,1096381117,5.5,0,2024-01-25T20:53:43.411Z,2024-01-25T20:53:43.411Z
65b2ca579ee9b9c20704e9c6,nikko.mraz@gmail.com,9780718086107,5.4,0,2024-01-25T20:53:43.411Z,2024-01-25T20:53:43.411Z
65b2ca579ee9b9c20704e9c7,brielle.schamberger@gmail.com,1338740261,4.8,0,2024-01-25T20:53:43.411Z,2024-01-25T20:53:43.411Z
65b2ca579ee9b9c20704e9c8,sam_conn@gmail.com,1635783003,2.6,0,2024-01-25T20:53:43.411Z,2024-01-25T20:53:43.411Z
65b2ca579ee9b9c20704e9c9,sebastian.grady@gmail.com,9780147515827,3.5,0,2024-01-25T20:53:43.411Z,2024-01-25T20:53:43.411Z
65b2ca579ee9b9c20704e9ca,nya.johnson@gmail.com,1452126992,1.7000000000000002,0,2024-01-25T20:53:43.411Z,2024-01-25T20:53:43.411Z
65b2ca579ee9b9c20704e9cb,windler.kathlyn@gmail.com,1609580427,5.9,0,2024-01-25T20:53:43.411Z,2024-01-25T20:53:43.411Z
65b2ca579ee9b9c20704e9cc,boehm_bruce@gmail.com,9781524763992,5.8,0,2024-01-25T20:53:43.412Z,2024-01-25T20:53:43.412Z
65b2ca579ee9b9c20704e9cd,schowalter_amanda@gmail.com,1250123569,2.5,0,2024-01-25T20:53:43.412Z,2024-01-25T20:53:43.412Z
65b2ca579ee9b9c20704e9ce,blick_afton@gmail.com,1626723214,2.6,0,2024-01-25T20:53:43.412Z,2024-01-25T20:53:43.412Z
65b2ca579ee9b9c20704e9cf,melyna_kreiger@gmail.com,1506700136,4.7,0,2024-01-25T20:53:43.412Z,2024-01-25T20:53:43.412Z
65b2ca579ee9b9c20704e9d0,dawson.christiansen@gmail.com,1534451080,4.8,0,2024-01-25T20:53:43.412Z,2024-01-25T20:53:43.412Z
65b2ca579ee9b9c20704e9d1,toy_carrie@gmail.com,9780439286060,3.1,0,2024-01-25T20:53:43.412Z,2024-01-25T20:53:43.412Z
65b2ca579ee9b9c20704e9d2,freda.sipes@gmail.com,1534462678,5.4,0,2024-01-25T20:53:43.412Z,2024-01-25T20:53:43.412Z
65b2ca579ee9b9c20704e9d3,reyna.bechtelar@gmail.com,1641522631,4.1,0,2024-01-25T20:53:43.412Z,2024-01-25T20:53:43.412Z
65b2ca579ee9b9c20704e9d4,dach_jevon@gmail.com,1338740261,3.5,0,2024-01-25T20:53:43.412Z,2024-01-25T20:53:43.412Z
65b2ca579ee9b9c20704e9d5,blaze.lindgren@gmail.com,1076038522,5.5,0,2024-01-25T20:53:43.412Z,2024-01-25T20:53:43.412Z
65b2ca579ee9b9c20704e9d6,pagac.toney@gmail.com,1483808726,5.2,0,2024-01-25T20:53:43.412Z,2024-01-25T20:53:43.412Z
65b2ca579ee9b9c20704e9d7,clarissa_skiles@gmail.com,1419749099,2.4,0,2024-01-25T20:53:43.412Z,2024-01-25T20:53:43.412Z
65b2ca579ee9b9c20704e9d8,litzy_stoltenberg@gmail.com,1416971718,5.4,0,2024-01-25T20:53:43.412Z,2024-01-25T20:53:43.412Z
65b2ca579ee9b9c20704e9d9,sienna_block@gmail.com,1951025083,4.1,0,2024-01-25T20:53:43.412Z,2024-01-25T20:53:43.412Z
65b2ca579ee9b9c20704e9da,eloisa.thompson@gmail.com,1536210633,2.7,0,2024-01-25T20:53:43.412Z,2024-01-25T20:53:43.412Z
65b2ca579ee9b9c20704e9db,margot.fahey@gmail.com,1629798843,1.8,0,2024-01-25T20:53:43.412Z,2024-01-25T20:53:43.412Z
65b2ca579ee9b9c20704e9dc,konopelski_leda@gmail.com,1601591160,4.3,0,2024-01-25T20:53:43.412Z,2024-01-25T20:53:43.412Z
65b2ca579ee9b9c20704e9dd,mcglynn.camren@gmail.com,1452150184,1.6,0,2024-01-25T20:53:43.412Z,2024-01-25T20:53:43.412Z
65b2ca579ee9b9c20704e9de,savanna_mayert@gmail.com,1452137358,3.6,0,2024-01-25T20:53:43.412Z,2024-01-25T20:53:43.412Z
65b2ca579ee9b9c20704e9df,marlene.monahan@gmail.com,1250266475,2.2,0,2024-01-25T20:53:43.412Z,2024-01-25T20:53:43.412Z
65b2ca579ee9b9c20704e9e0,steuber_otto@gmail.com,9780307021342,2.2,0,2024-01-25T20:53:43.412Z,2024-01-25T20:53:43.412Z
65b2ca579ee9b9c20704e9e1,marlee.welch@gmail.com,9780763668723,2.5,0,2024-01-25T20:53:43.412Z,2024-01-25T20:53:43.412Z
65b2ca579ee9b9c20704e9e2,zemlak.jana@gmail.com,1523507497,5.5,0,2024-01-25T20:53:43.412Z,2024-01-25T20:53:43.412Z
65b2ca579ee9b9c20704e9e3,rodrigo_pollich@gmail.com,1368009050,2.7,0,2024-01-25T20:53:43.413Z,2024-01-25T20:53:43.413Z
65b2ca579ee9b9c20704e9e4,gianni.purdy@gmail.com,1338635174,5.4,0,2024-01-25T20:53:43.413Z,2024-01-25T20:53:43.413Z
65b2ca579ee9b9c20704e9e5,verla.senger@gmail.com,1368003559,4.9,0,2024-01-25T20:53:43.413Z,2024-01-25T20:53:43.413Z
65b2ca579ee9b9c20704e9e6,lukas.reilly@gmail.com,1338328182,1.6,0,2024-01-25T20:53:43.413Z,2024-01-25T20:53:43.413Z
65b2ca579ee9b9c20704e9e7,berge.ila@gmail.com,9780316013697,4.8,0,2024-01-25T20:53:43.413Z,2024-01-25T20:53:43.413Z
65b2ca579ee9b9c20704e9e8,marlon_romaguera@gmail.com,1589255518,2.5,0,2024-01-25T20:53:43.413Z,2024-01-25T20:53:43.413Z
65b2ca579ee9b9c20704e9e9,luella_stanton@gmail.com,1452139970,1.1,0,2024-01-25T20:53:43.413Z,2024-01-25T20:53:43.413Z
65b2ca579ee9b9c20704e9ea,trantow_wilhelmine@gmail.com,1523501227,3.2,0,2024-01-25T20:53:43.413Z,2024-01-25T20:53:43.413Z
65b2ca579ee9b9c20704e9eb,renner.einar@gmail.com,1338132326,2.2,0,2024-01-25T20:53:43.413Z,2024-01-25T20:53:43.413Z
65b2ca579ee9b9c20704e9ec,fritsch.anita@gmail.com,1680522744,3.1,0,2024-01-25T20:53:43.414Z,2024-01-25T20:53:43.414Z
65b2ca579ee9b9c20704e9ed,kuvalis_cora@gmail.com,1465438289,5,0,2024-01-25T20:53:43.414Z,2024-01-25T20:53:43.414Z
65b2ca579ee9b9c20704e9ee,west_maggie@gmail.com,1452184895,1.4,0,2024-01-25T20:53:43.415Z,2024-01-25T20:53:43.415Z
65b2ca579ee9b9c20704e9ef,heidenreich_carolyn@gmail.com,1641529547,1.3,0,2024-01-25T20:53:43.415Z,2024-01-25T20:53:43.415Z
65b2ca579ee9b9c20704e9f0,hirthe_desiree@gmail.com,1732934649,4.5,0,2024-01-25T20:53:43.415Z,2024-01-25T20:53:43.415Z
65b2ca579ee9b9c20704e9f1,mikel.zieme@gmail.com,9780553296983,5.9,0,2024-01-25T20:53:43.416Z,2024-01-25T20:53:43.416Z
65b2ca579ee9b9c20704e9f2,purdy_ivy@gmail.com,1452145032,5,0,2024-01-25T20:53:43.416Z,2024-01-25T20:53:43.416Z
65b2ca579ee9b9c20704e9f3,linnie_turcotte@gmail.com,1400074460,2.1,0,2024-01-25T20:53:43.417Z,2024-01-25T20:53:43.417Z
65b2ca579ee9b9c20704e9f4,otis_swift@gmail.com,1506700136,3.8,0,2024-01-25T20:53:43.417Z,2024-01-25T20:53:43.417Z
